"","","","120","Round","2880","0.88","Ideal","H","VS2","3272.7272727273","","","120","Round","0","0.00","Ideal","SI1","J","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","121","Round","1240","0.70","Ideal","I","VS2","1771.4285714286","","","121","Round","0","0.00","Ideal","SI1","J","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","122","Round","1740","0.75","Ideal","I","VS2","2320","","","122","Round","0","0.00","Ideal","SI1","K","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","123","Round","1770","0.81","Ideal","I","VS2","2185.1851851852","","","123","Round","0","0.00","Ideal","SI1","K","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","124","Round","2540","0.89","Ideal","I","VS2","2853.9325842697","","","124","Round","0","0.00","Ideal","SI1","K","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","125","Round","1230","0.70","Ideal","J","VS2","1757.1428571429","","","125","Round","550","0.70","Ideal","SI2","D","785.71428571429","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","126","Round","1420","0.72","Ideal","J","VS2","1972.2222222222","","","126","Round","590","0.72","Ideal","SI2","D","819.44444444444","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","127","Round","1770","0.77","Ideal","J","VS2","2298.7012987013","","","127","Round","480","0.70","Ideal","SI2","D","685.71428571429","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","128","Round","2090","0.86","Ideal","J","VS2","2430.2325581395","","","128","Round","520","0.72","Ideal","SI2","E","722.22222222222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","129","Round","970","0.70","Ideal","K","VS2","1385.7142857143","","","129","Round","530","0.70","Ideal","SI2","E","757.14285714286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","130","Round","1070","0.75","Ideal","K","VS2","1426.6666666667","","","130","Round","361","0.72","Ideal","SI2","E","501.38888888889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","131","Round","1380","0.80","Ideal","K","VS2","1725","","","131","Round","372","0.73","Ideal","SI2","F","509.58904109589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","132","Round","1610","0.81","Ideal","K","VS2","1987.6543209877","","","132","Round","0","0.00","Ideal","SI2","F","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","133","Round","1490","0.70","Ideal","D","SI1","2128.5714285714","","","133","Round","0","0.00","Ideal","SI2","F","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","134","Round","1750","0.72","Ideal","D","SI1","2430.5555555556","","","134","Round","0","0.00","Ideal","SI2","G","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
